구분,돈,시도,제목,제공유형,장소,기간,문의처
국악,유료,서울특별시,예인열전(藝人列傳) 최경만의 피리 소리 스치우고,오프라인,한국문화의 집 코우스,2022-11-01~2022-12-27,한국문화의집KOUS 02-3011-1740
무용/발레,유료,서울특별시,0g,오프라인,대학로예술극장 소극장,2022-12-29~2022-12-30,02-3668-0007
기타,유료,서울특별시,CONTACT_온라인 마술 공연,오프라인,라온플레이,2020-08-04~2022-12-31,02-914-1500
뮤지컬/오페라,유료,경기도,온라인 매직스쿨,오프라인,용용아저씨,2021-01-04~2022-12-31,010-7229-4288
전시,무료,서울특별시,국립중앙도서관 「실감서재」,오프라인,실감서재,2021-03-23~2022-12-31,02-3456-6169
연극,유료,서울특별시,사랑과 전쟁2,오프라인,대학로 스튜디오 블루 (구 두레홀 3관),2021-07-15~2022-12-31,대학로 두레홀 02-3672-0855
교육/체험,기타,경기도,디지털 「소나기」산책 영상체험관 + AR 체험,오프라인,-,2021-07-17~2022-12-31,031-773-2299
전시,유료,경기도,원더풀랜드,오프라인,고양 어린이박물관,2021-08-17~2022-12-31,031-839-0300
교육/체험,무료,전라남도,[집밖] 어린이박물관 개관 특별전 <문화재를 지키는 박물관 사람들>,오프라인,-,2021-12-21~2022-12-31,국립나주박물관 061-330-7800
전시,무료,서울특별시,S프로젝트_Connected Tunnel,오프라인,소마미술관 2관,2021-12-21~2022-12-31,02-425-1077
전시,"유료,무료,할인",부산광역시,[집밖] 이우환공간 상설전,오프라인,이우환 공간,2022-01-01~2022-12-31,051-740-2603
전시,무료,경기도,도전! 어린이 건축가,오프라인,경기도어린이박물관,2022-01-01~2022-12-31,031-270-8600
전시,무료,광주광역시,700년의 시간여행-신안 도자기를 찾아서,오프라인,국립광주박물관,2022-01-01~2022-12-31,062-570-7805
연극,"유료,할인",서울특별시,오백에삼십,오프라인,세우아트센터,2022-01-01~2022-12-31,010-6460-7679
교육/체험,"유료,무료",경상남도,울진 국립해양과학관X홀라이트,오프라인,국립해양과학관,2022-01-01~2022-12-31,054-780-5000
교육/체험,유료,경기도,우리는 숲에서 문화생활 합니다,온(오프)라인,-,2022-01-04~2022-12-31,031-437-2041
뮤지컬/오페라,유료,서울특별시,뮤지컬 환타,오프라인,하마씨어터,2022-01-14~2022-12-31,02-766-0830
전시,무료,서울특별시,"훈민정음, 천년의 문자 계획",오프라인,국립한글박물관,2022-01-21~2022-12-31,02-2124-6200
연극,유료,서울특별시,연극 옥탑방 고양이,오프라인,대학로 틴틴홀,2022-02-01~2022-12-31,02-764-8760
연극,유료,서울특별시,늘근도둑이야기,오프라인,아트포레스트 아트홀,2022-03-05~2022-12-31,02-3672-0900
뉴스/지식,무료,서울특별시,[국립국악원 e-국악아카데미] 뉴스레터로 가장 빠르게 국악 콘텐츠를 만나보세요! (온라인),온라인,-,2022-04-22~2022-12-31,02-580-3086
교육/체험,유료,서울특별시,2022년 선릉아트홀 명인 명창 국악특강 시리즈 14 MASTER CLASS,오프라인,-,2022-05-01~2022-12-31,"02-553-0067 평일(11시~18시), 점심시간 제외(13시~14시) , 카카오톡 채널 '선릉아트홀'"
전시,유료,서울특별시,FUTURE FOOD · 혀가 느끼는 고민 展,오프라인,셀린박갤러리,2022-05-18~2022-12-31,아이러브아트센터 070-5222-3778
뮤지컬/오페라,유료,서울특별시,뮤직드라마 당신만이,오프라인,JTN 아트홀,2022-05-27~2022-12-31,070-8245-2602
뮤지컬/오페라,유료,서울특별시,당신만이,오프라인,JTN 아트홀,2022-05-27~2022-12-31,070-8245-2602
교육/체험,유료,경기도,식물공방 체험프로그램 안내,온(오프)라인,-,2022-06-01~2022-12-31,031-437-2041
음악/콘서트,"유료,할인",서울특별시,판소리와 미디어 아트의 입체적 만남 '두개의 눈',오프라인,국립극장,2022-06-23~2022-12-31,국립극장
아동/가족,무료,서울특별시,국립한글박물관 2022년 하반기 공연 일정,오프라인,국립한글박물관,2022-07-01~2022-12-31,02-2124-6292
뮤지컬/오페라,유료,서울특별시,날개 잃은 천사: 사람은 무엇으로 사는가,오프라인,북촌나래홀,2022-07-06~2022-12-31,조이피플 02-988-2258
교육/체험,무료,서울특별시,증강현실로 만나는 도서관,오프라인,-,2022-07-14~2022-12-31,02-3413-4800
전시,유료,서울특별시,[집밖] S프로젝트_커넥티드터널,오프라인,소마미술관,2022-09-02~2022-12-31,02-425-1077
뮤지컬/오페라,유료,서울특별시,내일은 스타,오프라인,명작극장,2022-09-18~2022-12-31,명작극장 010-7417-9986
전시,유료,서울특별시,"쉼 , 밤의 흔적 물의 위로",오프라인,미디어 아트 갤러리 언더독뮤지엄,2022-09-19~2022-12-31,02-336-0423
전시,무료,경기도,Everyday New Art Fair!,오프라인,아트뮤제갤러리 롯데백화점 일산점,2022-10-01~2022-12-31,아트뮤제 갤러리 031-909-3187 / 아트뮤제 본사 02-543-6151
연극,유료,서울특별시,러브 앤 전쟁,오프라인,원패스아트홀,2022-10-01~2022-12-31,인터파크 1544-1555
뮤지컬/오페라,유료,서울특별시,디바,오프라인,룸어씨어터,2022-10-20~2022-12-31,아쉬레엔터테인먼트 1800-5073
뮤지컬/오페라,유료,서울특별시,NEW 사랑을 이루어 드립니다,오프라인,룸 씨어터,2022-10-21~2022-12-31,에스앤엘컴퍼니 1661-7901
연극,유료,서울특별시,추적 [대학로],오프라인,대학로 SH아트홀,2022-10-21~2022-12-31,070-4179-1775
무용/발레,유료,서울특별시,제12회 별의별춤 페스티벌,오프라인,소극장 스튜디오SK,2022-10-22~2022-12-31,한국춤예술센터 02-3675-3336
전시,무료,광주광역시,"도시의 경계와 균열, 새로운 연결의 공공예술",오프라인,이강하 미술관,2022-11-05~2022-12-31,062.674.8515
뮤지컬/오페라,유료,울산광역시,당신만이 [울산],오프라인,CK아트홀,2022-11-12~2022-12-31,CK아트홀 1533-2704
연극,유료,서울특별시,<맥베스 레퀴엠>,오프라인,국립정동극장,2022-12-01~2022-12-31,02-751-1500
국악,유료,서울특별시,세 가지 선물-송년 음악회 <명작(名作)>,오프라인,국립극장 해오름극장,2022-12-30~2022-12-31,02-2280-4114
국악,유료,서울특별시,국립극장 <송년판소리>,오프라인,국립극장,2022-12-31~2022-12-31,02-2280-4114
연극,유료,부산광역시,오 나의 귀신님 [부산],오프라인,BNK부산은행조은극장 1관,2022-09-08~2023-01-01,1588-2757
연극,유료,부산광역시,오늘도 극한직업,오프라인,BNK부산은행조은극장 2관,2022-09-22~2023-01-01,1588-2757
뮤지컬/오페라,유료,서울특별시,랭보,오프라인,대학로 TOM(티오엠)1관,2022-10-18~2023-01-01,클립서비스 1577-3363
연극,유료,부산광역시,이프온리 크리스마스특별 공연 [부산],오프라인,부산메트로홀(구 AN아트홀광안),2022-10-21~2023-01-01,㈜플레이더부산 1600-0316
연극,유료,대구광역시,오백에 삼십 [대구],오프라인,아트플러스씨어터,2022-11-03~2023-01-01,010-6460-7679
연극,유료,서울특별시,복길잡화점 (앵콜),오프라인,해오름 예술극장,2022-11-04~2023-01-01,010-9167-5619
연극,유료,대구광역시,사랑일까? [대구],오프라인,여우별아트홀,2022-11-04~2023-01-01,여우별아트홀 010-2875-1931
뮤지컬/오페라,유료,서울특별시,우리가 사랑했던 그날,오프라인,한성아트홀,2022-11-11~2023-01-01,어드벤쳐프로젝트 070-8919-0647
연극,유료,경기도,딜리버리 [수원],오프라인,KBS수원아트홀,2022-11-18~2023-01-01,KBS수원아트홀 031-216-5201
연극,유료,대전광역시,라면 [대전],오프라인,아신극장,2022-11-18~2023-01-01,아신아트컴퍼니 1599-9210
연극,유료,서울특별시,온 더 비트,오프라인,대학로 TOM(티오엠) 2관,2022-11-21~2023-01-01,클립서비스 1577-3363
연극,유료,대구광역시,헬로우미스미스터［대구］,오프라인,문화예술전용극장 CT,2022-11-22~2023-01-01,비컨크리에이티브 053-252-5733
연극,유료,광주광역시,운빨로맨스 [광주],오프라인,기분좋은극장,2022-11-24~2023-01-01,상무지구 기분좋은극장 1600-6689
뮤지컬/오페라,유료,서울특별시,범옹,오프라인,드림아트센터,2022-10-25~2023-01-08,인터파크 1544-1555
뮤지컬/오페라,유료,서울특별시,우리들의 사랑,오프라인,예그린씨어터,2022-11-18~2023-01-08,문민기획 02-723-2245
연극,유료,대구광역시,옥탑방고양이 [대구],오프라인,송죽씨어터,2022-11-23~2023-01-08,비컨크리에이티브 053-252-5733
연극,유료,서울특별시,사나이 와타나베,오프라인,컬쳐스페이스 엔유(구.쁘띠첼 씨어터),2022-10-25~2023-01-15,인사이트엔터텐인먼트 02-541-7152
뮤지컬/오페라,유료,서울특별시,바람으로의 여행,오프라인,JTN 아트홀,2022-11-04~2023-01-15,LP STORY 02-565-2245
뮤지컬/오페라,유료,서울특별시,브로드웨이 42번가,오프라인,예술의전당 CJ토월극장,2022-11-05~2023-01-15,오픈리뷰 1588-5212
뮤지컬/오페라,유료,서울특별시,지저스 크라이스트 수퍼스타 50주년 기념 한국 공연,오프라인,광림아트센터 BBCH홀,2022-11-10~2023-01-15,클립서비스 1577-3363
뮤지컬/오페라,유료,서울특별시,드라큘라,오프라인,올림픽공원 우리금융아트홀,2022-11-15~2023-01-15,글로벌컨텐츠 02-2051-1698 / 1577-3363
연극,유료,서울특별시,러브액츄얼리,오프라인,"R&J씨어터(구,연진아트홀)",2022-10-21~2023-01-17,인터파크 1544-1555
전시,무료,경기도,바로크 백남준 展,오프라인,백남준아트센터,2022-07-20~2023-01-24,031-201-8548
뮤지컬/오페라,유료,서울특별시,볼륨업,오프라인,더 서울라이티움 1관,2022-09-02~2023-01-24,010-9970-8101
뮤지컬/오페라,유료,서울특별시,클림트,오프라인,더 서울라이티움 1관,2022-09-16~2023-01-24,02-466-8101
전시,무료,서울특별시,[집밖] 제12회 서울미디어시티비엔날레 사전프로그램 <정거장>,오프라인,서울시립미술관 남서울미술관,2022-07-21~2023-01-29,02-2124-8975
전시,무료,충청북도,[집밖] 전시배달부,오프라인,국립현대미술관 청주관,2022-08-24~2023-01-29,043-261-1400
전시,무료,서울특별시,[집밖] 문신(文信) : 우주를 향하여,오프라인,국립현대미술관 덕수궁관,2022-09-01~2023-01-29,02-2022-0600
연극,유료,서울특별시,에쿠우스 [서울],오프라인,충무아트센터 중극장 블랙,2022-11-08~2023-01-29,아트리버 02-6498-0403
뮤지컬/오페라,유료,서울특별시,푸른 잿빛 밤,오프라인,드림아트센터,2022-11-22~2023-01-29,홍컴퍼니 02-3444-0205
뮤지컬/오페라,유료,서울특별시,용의자X의 헌신,오프라인,한전아트센터,2022-11-26~2023-01-29,티켓링크 1588-7890
전시,유료,서울특별시,[소마미술관] 뒤뷔페전,오프라인,소마미술관 2관,2022-10-01~2023-01-31,02-425-1077
전시,무료,서울특별시,[집밖] 뒤뷔페 그리고 빌레글레,오프라인,소마미술관,2022-10-01~2023-01-31,02-425-1077
도서,무료,울산광역시,마음 한 스푼,온(오프)라인,-,2022-02-04~2023-02-04,-
도서,무료,울산광역시,위로가 필요한 그대에게,온(오프)라인,-,2022-02-04~2023-02-04,-
전시,유료,서울특별시,[집밖] 이만익-별을그리는마음,오프라인,소마미술관,2022-09-02~2023-02-05,02-425-1077
전시,유료,서울특별시,[소마미술관] 작가재조명전<이만익-별을 그리는 마음>,오프라인,소마미술관 1관,2022-09-02~2023-02-05,02-425-1077
뮤지컬/오페라,유료,서울특별시,하트시그널,오프라인,하마씨어터,2022-11-02~2023-02-14,하마컴퍼니 02-766-0830
연극,유료,서울특별시,서툰 사람들,오프라인,예스24스테이지,2022-11-26~2023-02-19,파크컴퍼니 02-6925-0419
전시,무료,경상남도,"2022 정기기획전 - '선비들의 출처, 나아감과 물러남'",오프라인,유교문화박물관,2022-06-21~2023-02-26,한국국학진흥원 유교문화박물관 054-851-0800
전시,"유료,무료,할인",부산광역시,[집밖] 각진원형:김용관,오프라인,부산시립미술관,2022-08-23~2023-02-26,051-744-2602
전시,유료,서울특별시,[집밖] MMCA 현대차 시리즈 2022: 최우람 - 작은 방주,오프라인,국립현대미술관 서울관,2022-09-09~2023-02-26,02-3701-9500
전시,무료,경기도,[집밖] 다다익선 : 즐거운 협연,오프라인,국립현대미술관 과천관,2022-09-14~2023-02-26,국립현대미술관 과천 02-2188-6000
뮤지컬/오페라,유료,서울특별시,마틸다,오프라인,디큐브아트센터,2022-10-05~2023-02-26,인터파크 1544-1555
뮤지컬/오페라,유료,서울특별시,여신님이 보고 계셔 10th Anniversary,오프라인,대학로 유니플렉스 1관,2022-11-08~2023-02-26,클립서비스 1577-3363
뮤지컬/오페라,유료,서울특별시,웨스트 사이드 스토리,오프라인,충무아트센터 대극장,2022-11-17~2023-02-26,쇼노트 02-3485-8700
연극,유료,서울특별시,오펀스(Orphans),오프라인,아트원씨어터,2022-11-29~2023-02-26,인터파크 1544-1555
기타,유료,서울특별시,그랜드 엑스페디션,오프라인,블루스퀘어 카오스홀,2022-09-30~2023-03-01,인터파크 1544-1555
전시,무료,경기도,이풀실내정원 기획전시 <ORGANIC SPECTRUM>,오프라인,이풀실내정원,2022-07-05~2023-03-03,031-437-2525
교육/체험,무료,서울특별시,[집밖] 어린이박물관 상설전시 <우리 이제 만나요>,오프라인,국립민속박물관 어린이박물관,2022-04-28~2023-03-12,"02-3704-3014, 3015"
전시,무료,서울특별시,[집밖] 서도호와 아이들: 아트랜드,오프라인,서울시립 북서울미술관,2022-07-26~2023-03-12,전시문의 02-2124-5269 / 관람문의 02-2124-5201
연극,유료,서울특별시,진짜나쁜소녀,오프라인,대학로 유니플렉스 3관,2022-11-12~2023-03-12,휴먼컴퍼니 02-6221-6485
전시,무료,서울특별시,[집밖] MMCA 이건희컬렉션 특별전 이중섭,오프라인,국립현대미술관 서울관,2022-08-12~2023-04-23,02-3701-9500
전시,무료,서울특별시,2022 SOMA 공공미술프로젝트,오프라인,올림픽공원,2022-10-17~2023-05-31,02-425-1077
기타,무료,경기도,[집밖] MMCA 과천프로젝트 2022 : 옥상정원 시간의 정원,오프라인,국립현대미술관 과천관,2022-06-29~2023-06-25,02-2188-6000
전시,무료,서울특별시,"[집밖] 영원한 삶의 집, 아스타나 고분",오프라인,국립중앙박물관,2022-07-16~2023-07-15,02-2077-9000
전시,유료,제주특별자치도,다이노스 어라이브 제주,오프라인,제주항공우주박물관,2022-08-10~2023-08-09,1544-1555
전시,무료,서울특별시,박노해 사진전 <아이들은 놀라워라>,오프라인,라 카페 갤러리,2022-09-30~2023-10-01,라 카페 갤러리 02-379-1975
전시,무료,서울특별시,[집밖] 일본 불교조각의 세계,오프라인,국립중앙박물관,2022-04-05~2023-10-09,02-2077-9000
전시,유료,경상남도,The 경주 : 경주연대기,오프라인,경주예술의전당 알천미술관,2022-05-31~2023-12-31,054-777-5822
전시,무료,서울특별시,"[집밖] 영원한 나르시시스트, 천경자-상시",오프라인,서울시립미술관,2022-08-29~2023-12-31,02-2124-8954
